iter	Passed	Remaining
1932	1530	53
1933	1531	52
1934	1532	51
1935	1533	50
1936	1533	49
1937	1534	49
1938	1535	48
1939	1536	47
1940	1536	46
1941	1537	45
1942	1538	45
1943	1538	44
1944	1539	43
1945	1540	42
1946	1541	41
1947	1542	41
1948	1542	40
1949	1543	39
1950	1544	38
1951	1545	37
1952	1545	37
1953	1546	36
1954	1547	35
1955	1548	34
1956	1549	34
1957	1549	33
1958	1550	32
1959	1551	31
1960	1552	30
1961	1552	30
1962	1553	29
1963	1554	28
1964	1555	27
1965	1555	26
1966	1556	26
1967	1557	25
1968	1558	24
1969	1558	23
1970	1559	22
1971	1560	22
1972	1561	21
1973	1561	20
1974	1562	19
1975	1563	18
1976	1564	18
1977	1564	17
1978	1565	16
1979	1566	15
1980	1567	15
1981	1568	14
1982	1568	13
1983	1569	12
1984	1570	11
1985	1571	11
1986	1571	10
1987	1572	9
1988	1573	8
1989	1574	7
1990	1574	7
1991	1575	6
1992	1576	5
1993	1577	4
1994	1577	3
1995	1578	3
1996	1579	2
1997	1580	1
1998	1581	0
1999	1581	0
